2018-12-17 21:18:33, INFO, 183.246.148.182, File[ E:\msw\unionchargepay\pay.php ], Line[53]------ ============处理前台请求开始=============== 
2018-12-17 21:21:09, INFO, 101.230.11.189, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[56]------ 报文去[signature] key=val&串>accessType=0&bizType=000201&certId=69597475696&currencyCode=156&encoding=utf-8&merId=310420173990262&orderId=MS201812172120072830&queryId=131812172120078102548&reqReserved=透传信息&respCode=00&respMsg=Success!&settleAmt=40000&settleCurrencyCode=156&settleDate=1217&signMethod=01&traceNo=810254&traceTime=1217212007&txnAmt=40000&txnSubType=01&txnTime=20181217212007&txnType=01&version=5.0.0 
2018-12-17 21:21:09, INFO, 101.230.11.189, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[60]------ 摘要shax16>ff13bb516eda46c8d76d3ca5a9291e53b0f7b6e5 
2018-12-17 21:21:09, INFO, 101.230.11.189, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[62]------ 验签失败 
2018-12-17 21:32:47, INFO, 112.17.238.75, File[ E:\msw\unionchargepay\pay.php ], Line[53]------ ============处理前台请求开始=============== 
2018-12-17 21:32:47, INFO, 112.17.238.75, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[16]------ =====签名报文开始====== 
2018-12-17 21:32:47, INFO, 112.17.238.75, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://www.xn--cqv78iova193cxia.com/unionchargepay/BackReceive.php&bizType=000201&certId=73944830873&channelType=08&currencyCode=156&defaultPayType=0001&encoding=utf-8&frontUrl=http://www.xn--cqv78iova193cxia.com/unionchargepay/FrontReceive.php&merId=310420173990262&orderId=MS201812172132474666&reqReserved= 透传信息&signMethod=01&txnAmt=20000&txnSubType=01&txnTime=20181217213247&txnType=01&version=5.0.0 
2018-12-17 21:32:47, INFO, 112.17.238.75, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[25]------ 摘要sha1x16 >92ef630cd4e5da2a2966861aeeba16c226556dcf 
2018-12-17 21:32:48, INFO, 112.17.238.75, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[33]------ 签名串为 >PRfdcYI2aMNHVHmQ/gQO/OQGP0Hw4w2RM+Mm3LTiRb3SZbLc1svVbIJD22frM/sKZ6NcrymqobKRxYWwKfwRsG1MJfhEBUARzJddqddbtGTVekiBqoEcoiBEa2wsK+5A3ToGqDIHZoexrga2NpOGATSbh63mBh2mXevSQskm/NcnwWTy4a27GPKnHMRa4yNHV9en55tLgALbUui1VwsZ1orMCUyvrIxxNmT07gFs7bnPkSFK/cuy38Lfuk+ixsPDEk0UHrfy99ZOzoDA32+9NZLKqRQFEWJnuhzgrU7bHb77PReyy+D63B/4SqwSp2ZUam3BLoobTimX7DlJxfWzOQ== 
2018-12-17 21:32:48, INFO, 112.17.238.75, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[38]------ =====签名报文结束====== 
2018-12-17 21:32:48, INFO, 112.17.238.75, File[ E:\msw\unionchargepay\pay.php ], Line[82]------ 前台请求地址为>https://gateway.95516.com/gateway/api/frontTransReq.do 
2018-12-17 21:33:36, INFO, 112.17.238.75, File[ E:\msw\unionchargepay\pay.php ], Line[53]------ ============处理前台请求开始=============== 
2018-12-17 21:33:36, INFO, 112.17.238.75, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[16]------ =====签名报文开始====== 
2018-12-17 21:33:36, INFO, 112.17.238.75, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://www.xn--cqv78iova193cxia.com/unionchargepay/BackReceive.php&bizType=000201&certId=73944830873&channelType=08&currencyCode=156&defaultPayType=0001&encoding=utf-8&frontUrl=http://www.xn--cqv78iova193cxia.com/unionchargepay/FrontReceive.php&merId=310420173990262&orderId=MS201812172133364709&reqReserved= 透传信息&signMethod=01&txnAmt=20000&txnSubType=01&txnTime=20181217213336&txnType=01&version=5.0.0 
2018-12-17 21:33:36, INFO, 112.17.238.75, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[25]------ 摘要sha1x16 >c61cb2a6b404aac98137aab6e83c58e8d6cd87ec 
2018-12-17 21:33:37, INFO, 112.17.238.75, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[33]------ 签名串为 >bNFa68yarfBhOMEl2X2ag3Q3at/IHVAlmKp+nSoOGKeHgDIbHw/ujj82XoeF+5zUiCQjKq2iMlYfBpkM2Cy0lk3CnW+H/HlLbpIJBaAAresJf4SEHeD1VOv+oHD8lhxOapESjtAVXvkf7oW8FJbvC/5SrDPIYWqBxJcQF42fUXATQUsVZi5Vc0Lo9MecPjhFSlZzwleUeLYJt/ojz0bU9scVjecMS2XO+lxBNLF6tp9XcgsRc3ZhJuDrVtErDeV2zelGheqTcZQQV+pUTeK44W7hsK+J3zQsQDP/8Zon84Hbm5Lwl4Lto8d8AWPqPo2/tLqjCH7N71+I+NT3q5N6Ig== 
2018-12-17 21:33:37, INFO, 112.17.238.75, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[38]------ =====签名报文结束====== 
2018-12-17 21:33:37, INFO, 112.17.238.75, File[ E:\msw\unionchargepay\pay.php ], Line[82]------ 前台请求地址为>https://gateway.95516.com/gateway/api/frontTransReq.do 
2018-12-17 21:34:36, INFO, 101.91.62.89, File[ E:\msw\unionchargepay\pay.php ], Line[53]------ ============处理前台请求开始=============== 
2018-12-17 21:34:36, INFO, 101.91.62.89, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[16]------ =====签名报文开始====== 
2018-12-17 21:34:36, INFO, 101.91.62.89, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://www.xn--cqv78iova193cxia.com/unionchargepay/BackReceive.php&bizType=000201&certId=73944830873&channelType=08&currencyCode=156&defaultPayType=0001&encoding=utf-8&frontUrl=http://www.xn--cqv78iova193cxia.com/unionchargepay/FrontReceive.php&merId=310420173990262&orderId=MS201812172133364709&reqReserved= 透传信息&signMethod=01&txnAmt=20000&txnSubType=01&txnTime=20181217213436&txnType=01&version=5.0.0 
2018-12-17 21:34:36, INFO, 101.91.62.89, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[25]------ 摘要sha1x16 >f96153bc2c65944c275567efabe4bfe3e42a8d3d 
2018-12-17 21:34:36, INFO, 101.91.62.89, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[33]------ 签名串为 >hXqLSEKFFXfEurtRfYQKsLCHtq2BUi9JFNHvUoFGdiXNKwOUVwk/eYlXCzt7bg410BVzbiTiM/OMpz06eGYkIrY9Nzv6Of13N+Z9hgkdeswZt27uo8kEwVybMAxHSdgWjiJMKD1tVvSpvCyBW0ewGqRcvlpHty1FDWro0LXXPuDkVzOe3nm4MA/0vWDbIpalNCHXJ/DxYZZteGs6rYOvepSUMnB5cDk8w+8sLiriYD1WDbLtoEM234Dbu9lGX2NJSp6w6mXX6k4AHWixE3YmgbhPafkI4HSc3AviBJH2s47ulBeXuG7RCqtvpTZ9/wRqWFYVoiY/TOW/YKuSaEpKsQ== 
2018-12-17 21:34:36, INFO, 101.91.62.89, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[38]------ =====签名报文结束====== 
2018-12-17 21:34:36, INFO, 101.91.62.89, File[ E:\msw\unionchargepay\pay.php ], Line[82]------ 前台请求地址为>https://gateway.95516.com/gateway/api/frontTransReq.do 
